year,population,genderIndex,happinessScore
2015,1.889045125,0.171882138,0.7285999999999999
2016,2.099356886,0.168615475,0.7333999999999999
2017,2.122962382,0.159432948,0.731400013
2018,0.977703457,0.151549846,0.7323999999999999
2019,1.557727747,0.146859482,0.7307
