year,population,genderIndex,happinessScore
2015,-0.096376133,0.109960236,0.5948
2016,-0.169884073,0.103394724,0.5977
2017,-0.149861117,0.095758915,0.5964000225
2018,-0.19006364,0.08792486,0.6
2019,-0.206038624,0.063900791,0.6223
