year,population,genderIndex,happinessScore
2015,-0.077588862,0.109014265,0.6329
2016,0.08443015,0.104939744,0.6361
2017,0.234587923,0.102158315,0.6402999878
2018,0.437982994,0.098888658,0.631
2019,0.594469675,0.09536206,0.6354
