year,population,genderIndex,happinessScore
2015,1.302091432,0.497267127,0.5828
2016,1.288955673,0.493534535,0.5992
2017,1.274855157,0.454372734,0.6071000099
2018,1.255357967,0.449905813,0.6141
2019,1.229573677,0.445766002,0.6105
