year,population,genderIndex,happinessScore
2015,2.268814549,0.579536855,0.4633
2016,2.246599268,0.575573206,0.4276
2017,2.22053243,0.57239145,0.4119999886
2018,2.192828837,0.561486244,0.4657
2019,2.162577887,0.551817179,0.49960000000000004
