year,population,genderIndex,happinessScore
2015,1.439216653,0.128163651,0.7283999999999999
2016,1.561940498,0.130014449,0.7313
2017,1.684523108,0.125805765,0.728399992
2018,1.536105516,0.121481776,0.7272000000000001
2019,1.515984454,0.114906363,0.7228
