year,population,genderIndex,happinessScore
2015,1.666051682,0.427401274,0.5332
2016,1.632250641,0.413967639,0.5389
2017,1.591059209,0.374989033,0.55
2018,1.490444868,0.365606517,0.5483
2019,1.339260351,0.358636647,0.5373
