year,population,genderIndex,happinessScore
2015,1.741494121,0.510974169,0.4788
2016,1.717638855,0.507643282,0.48710000000000003
2017,1.692228879,0.501450241,0.5181000232999999
2018,1.667103614,0.499422461,0.5504
2019,1.640648793,0.497613609,0.5860000000000001
