year,population,genderIndex,happinessScore
2015,-0.787848362,0.294357717,0.5889
2016,-1.148202158,0.311991513,0.5897
2017,-1.691932579,0.29251042,0.5837999821000001
2018,-1.798515374,0.272445321,0.564
2019,-1.805225538,0.24969995,0.5529
