year,population,genderIndex,happinessScore
2015,3.881581481,0.732400239,0.3845
2016,3.860078795,0.723725796,0.3856
2017,3.839154453,0.716272593,0.40279998780000004
2018,3.816869199,0.714707136,0.4166
2019,3.793668153,0.713299096,0.4628
