year,population,genderIndex,happinessScore
2015,0.402150718,0.338838339,0.6455
2016,0.373052587,0.335207522,0.6474
2017,0.345238362,0.32248354,0.6423999786000001
2018,0.315448259,0.320659429,0.6072
2019,0.283426556,0.316854894,0.6008
