year,population,genderIndex,happinessScore
2015,0.475363828,0.456990868,0.613
2016,0.489210768,0.453721672,0.6068
2017,0.501858163,0.451387435,0.6002999783
2018,0.509367036,0.430483729,0.6167
2019,0.509683302,0.428356439,0.6253
