year,population,genderIndex,happinessScore
2015,0.550974945,0.450311571,0.5709
2016,0.524973438,0.448225766,0.5509999999999999
2017,0.50162356,0.448653966,0.5310999869999999
2018,0.47823514,0.445785493,0.589
2019,0.456356197,0.443775922,0.589
