year,population,genderIndex,happinessScore
2015,-0.414141102,0.137303025,0.5102
2016,-0.315459017,0.13246718,0.5123
2017,-0.24388941,0.120751694,0.5195000172
2018,-0.160104021,0.115747534,0.541
2019,-0.140172577,0.111659825,0.5692999999999999
