year,population,genderIndex,happinessScore
2015,1.663812851,0.574173272,0.461
2016,1.549758816,0.568874002,0.41929999999999995
2017,1.460060709,0.561734915,0.3875
2018,1.410782722,0.553989589,0.36920000000000003
2019,1.419681046,0.507522404,0.36629999999999996
