year,population,genderIndex,happinessScore
2015,0.759743303,0.551461756,0.48979999999999996
2017,0.787780034,0.54955101,0.3808000088
2018,0.796281137,0.542939961,0.38079999999999997
2019,0.809566476,0.538483202,0.3802
