year,population,genderIndex,happinessScore
2015,2.556784389,0.639934301,0.6411
2016,2.259766669,0.63550359,0.6378999999999999
2017,2.003600072,0.633342385,0.6343999862999999
2018,1.7988753,0.631415129,0.6371
2019,1.673111729,0.282536358,0.6375
