year,population,genderIndex,happinessScore
2015,0.52741154,0.220958918,0.6900999999999999
2016,1.053281129,0.217193782,0.6573
2017,1.339385202,0.231464371,0.6647999763
2018,1.50389676,0.230847552,0.6774
2019,1.438780445,0.231422216,0.6825
