year,population,genderIndex,happinessScore
2015,-0.106124994,0.134793237,0.5987
2016,-0.115284177,0.133255869,0.5921000000000001
2017,-0.164484036,0.138223112,0.5920000076
2018,-0.202670345,0.159923092,0.5915
2019,-0.208999473,0.157503977,0.5886
