year,population,genderIndex,happinessScore
2015,3.156909217,0.511226296,0.2905
2016,3.177016087,0.505878031,0.2905
2017,3.181367524,0.505262673,0.2904999971
2018,3.166773442,0.5015921,0.2905
2019,3.128967114,0.497934848,0.3775
