year,population,genderIndex,happinessScore
2015,2.68179173,0.629583895,0.42519999999999997
2016,2.660494609,0.626893401,0.4513
2017,2.637694363,0.62404269,0.4695000172
2018,2.612290751,0.621185243,0.49749999999999994
2019,2.584247107,0.579088449,0.5044
