year,population,genderIndex,happinessScore
2015,0.752185523,0.136451215,0.5689
2016,0.789478236,0.128298715,0.5546
2017,0.807965016,0.137010634,0.5620999813
2018,0.809225398,0.135813534,0.5761999999999999
2019,0.779788192,0.134056523,0.6046
