year,population,genderIndex,happinessScore
2015,1.267465577,0.506109118,0.5399
2016,1.219765616,0.501796067,0.5314
2017,1.175102592,0.498016417,0.5262000084
2018,1.133769861,0.493601352,0.5093
2019,1.100584587,0.490205139,0.5192
