year,population,genderIndex,happinessScore
2015,4.239996291,0.534667075,0.6611
2016,3.397360191,0.527680695,0.6375
2017,2.615829323,0.522473752,0.6375
2018,2.068684466,0.516924322,0.6374
2019,1.795285051,0.514330924,0.6374
