year,population,genderIndex,happinessScore
2015,1.167245179,0.490002453,0.6477
2016,1.360060673,0.462249905,0.6481
2017,1.503387796,0.46299392,0.6356999874
2018,1.517270891,0.461010188,0.626
2019,1.381702014,0.459276557,0.6125
