year,population,genderIndex,happinessScore
2015,0.730641178,0.291696131,0.7119
2016,0.716669413,0.293692887,0.7104
2017,0.631007893,0.290895104,0.6993000031000001
2018,0.522337358,0.283618987,0.6886
2019,0.473953539,0.281495392,0.6892
