year,population,genderIndex,happinessScore
2015,3.00254051,0.568805814,0.3781
2016,3.000522906,0.55960077,0.3666
2017,2.995388132,0.552499294,0.3348999977
2018,2.981674115,0.549373627,0.3303
2019,2.951681673,0.546146274,0.3231
