year,population,genderIndex,happinessScore
2015,1.964550454,0.419784278,0.48739999999999994
2016,1.913251831,0.416925192,0.4907
2017,1.861276285,0.414727867,0.4954999924
2018,1.79600998,0.32736212,0.5125
2019,1.718753097,0.323025078,0.5285
