year,population,genderIndex,happinessScore
2015,2.771714168,0.614037693,0.33399999999999996
2016,2.761409493,0.610446632,0.3484
2017,2.750055592,0.619612098,0.3657000065
2018,2.734862013,0.616157055,0.4141
2019,2.715105359,0.612919629,0.4883
