year,population,genderIndex,happinessScore
2015,0.339819684,0.349328369,0.6485000000000001
2016,0.354674156,0.337382704,0.6545
2017,0.364798683,0.339962721,0.6453999996
2018,0.367502623,0.326729178,0.6378999999999999
2019,0.359859761,0.311240792,0.6293
