year,population,genderIndex,happinessScore
2015,1.981288976,0.136528626,0.7278
2016,1.960348962,0.126698881,0.7267
2017,1.938725674,0.116575211,0.7212999821
2018,1.926622865,0.108323917,0.6814
2019,1.901250951,0.091436602,0.7139
