year,population,genderIndex,happinessScore
2015,1.579367402,0.443768531,0.5073000000000001
2016,1.507207616,0.43595618,0.5279
2017,1.445492801,0.431416154,0.5429999828
2018,1.39613428,0.428938091,0.5524
2019,1.363994679,0.419060647,0.5631
