year,population,genderIndex,happinessScore
2015,1.344947677,0.280842841,0.577
2016,1.357864517,0.266954035,0.6005
2017,1.360192981,0.248788774,0.6084000111
2018,1.352511651,0.231520861,0.6322
2019,1.327060649,0.228488371,0.5339
