year,population,genderIndex,happinessScore
2015,-0.470052228,0.330012351,0.5124
2016,-0.573660845,0.329865664,0.5528
2017,-0.585281876,0.332413763,0.5824999809
2018,-0.587536174,0.324660808,0.5945
2019,-0.597497124,0.326773167,0.607
