year,population,genderIndex,happinessScore
2015,1.707123796,0.500622392,0.6786
2016,1.713624922,0.500201106,0.6700999999999999
2017,1.7115912,0.499751419,0.6452000141
2018,1.69258055,0.499371439,0.643
2019,1.651786891,0.499173373,0.6321
